,run_id,step,n_samples,jitter,k,eps,min_pts,bandwidth,ROCK,K_MEANS,DBSCAN,SPECTRAL,MEAN_SHIFT
0,0,0,600,0.2,2,0.2,4,1.2727768386617295,0.7424909888401183,0.397877261439041,0.022072516966080834,0.4329841535960499,0.45676685720486143
1,0,1,600,0.2,2,0.2,4,1.2566174127988243,0.4869809332829598,0.33392368180780857,0.015582799696155884,0.36900859842545974,0.39845463720848706
2,0,2,600,0.2,2,0.2,4,1.2423730249797191,0.6168192253509472,0.35404790564056016,-0.003062416405411038,0.38549162962029193,0.4021040936696209
3,0,3,600,0.2,2,0.2,4,1.263294875742858,0.5362309409225489,0.3581699709902357,0.006140104262655321,0.39318204401456064,0.40654135233228594
4,0,4,600,0.2,2,0.2,4,1.243739261249282,0.7062465786639455,0.39362487692248516,0.060492516730489436,0.41509739717401006,0.41945350298953743
5,0,5,600,0.2,2,0.2,4,1.2532842535288653,0.760502964940192,0.3900184673845427,0.11734918306153425,0.4199578898224982,0.47005179182088036
6,0,6,600,0.2,2,0.2,4,1.254091832962793,0.4099558214867547,0.3937003810327652,0.030955870061323464,0.41953744459766995,0.44658864923251257
7,0,7,600,0.2,2,0.2,4,1.2609239424899972,0.45225768449671383,0.3649584838780295,0.00582817741055303,0.41509739717401006,0.41953744459766995
8,0,8,600,0.2,2,0.2,4,1.2549090263902034,0.47654863581423723,0.35712984607815657,0.06677408077262831,0.44207304394859187,0.44649500540875514
9,0,9,600,0.2,2,0.2,4,1.2480918348973733,0.814428486016089,0.3696229683637816,0.052714509381402416,0.40257388685181256,0.4199578898224982
10,0,0,1200,0.12,2,0.2,4,1.2561217168712981,0.5649423770486741,0.3815440756859568,0.0038000602502905653,0.41996136548524093,0.4424099133463171
11,0,1,1200,0.12,2,0.2,4,1.24590660546498,0.9772697512162112,0.37749187731454603,0.9476193915821111,0.42656498962281414,0.4331935971794858
12,0,2,1200,0.12,2,0.2,4,1.2438926325035264,0.4608838668136818,0.3919976085705508,-0.0005079373802904393,0.42867403515009894,0.4399693293783451
13,0,3,1200,0.12,2,0.2,4,1.2461096010862345,0.9421872437510115,0.3859630755902977,-0.0011204957586909226,0.4354305193837359,0.4400148468084104
14,0,4,1200,0.12,2,0.2,4,1.246117577229032,0.5379966175160997,0.3496173842865069,-0.0011111858983705652,0.41759984450467175,0.42643568175168756
15,0,5,1200,0.12,2,0.2,4,1.2437715765285504,0.7324639627995208,0.3644183438001657,-0.0006521177422859856,0.4221278553755367,0.43314931993726263
16,0,6,1200,0.12,2,0.2,4,1.244731885572012,0.9314092651918442,0.3815440756859568,0.941059122027742,0.44458977882404666,0.45149238745707854
17,0,7,1200,0.12,2,0.2,4,1.2449704703756261,0.5427292975582265,0.39820240637165805,0.941586416274551,0.4331603879701367,0.43092660707918806
18,0,8,1200,0.12,2,0.2,4,1.247253161947753,0.9298331950897756,0.37956539304476605,-0.0011111858983705652,0.43112419024316917,0.4445434141717873
19,0,9,1200,0.12,2,0.2,4,1.2495656214517885,0.9683775611618091,0.3613666128838,0.002142640715201705,0.4067405531892281,0.42430744968130857
20,0,0,300,0.04,2,0.2,4,1.2448718262193177,1.0,0.3725199208316444,0.9856799013198486,0.4145110030352444,0.40602011674910526
21,0,1,300,0.04,2,0.2,4,1.2479903320834076,1.0,0.364690786210831,0.9856799013198486,0.43229560342736667,0.43229560342736667
22,0,2,300,0.04,2,0.2,4,1.2376723541568635,1.0,0.3642879051779696,0.8022236860571492,0.4412574513937498,0.4412574513937498
23,0,3,300,0.04,2,0.2,4,1.2347066909684241,0.44867034669530187,0.35651132297191507,1.0,0.43229560342736667,0.43229560342736667
24,0,4,300,0.04,2,0.2,4,1.246175347308447,1.0,0.39726150814900046,1.0,0.45063788394456833,0.45063788394456833
25,0,5,300,0.04,2,0.2,4,1.2521073726362077,1.0,0.37224235423650975,1.0,0.4145110030352444,0.4145110030352444
26,0,6,300,0.04,2,0.2,4,1.238832351242795,0.32499097522752585,0.38901688834665615,0.8334375566950608,0.4412574513937498,0.43229560342736667
27,0,7,300,0.04,2,0.2,4,1.2388730224784927,0.5605347423947785,0.37307669918845615,1.0,0.4321181581030778,0.4321181581030778
28,0,8,300,0.04,2,0.2,4,1.2348643175303045,1.0,0.40570116954890134,1.0,0.4416259581035913,0.4416259581035913
29,0,9,300,0.04,2,0.2,4,1.2370550352612966,0.49706659940653153,0.3887195209757763,1.0,0.47018297261658915,0.47018297261658915
30,0,0,100,0.18,2,0.2,4,1.2659153161801868,0.6572373895017846,0.4175406535616155,0.12415180998322024,0.4175406535616155,0.46673367723997816
31,0,1,100,0.18,2,0.2,4,1.2332255935784076,0.3191466153681894,0.3377164914642227,0.21992930778923883,0.36222569989642706,0.36222569989642706
32,0,2,100,0.18,2,0.2,4,1.2355196238622255,0.4422384091438312,0.3887104336742043,0.11879628256674332,0.3887104336742043,0.4129491916604739
33,0,3,100,0.18,2,0.2,4,1.259951472118924,0.56656016947295,0.33992524083459336,0.19572131478925922,0.3943002456567388,0.4129491916604739
34,0,4,100,0.18,2,0.2,4,1.2394373596555084,0.35153927826059456,0.4175406535616155,0.15274232213189584,0.4175406535616155,0.4175406535616155
35,0,5,100,0.18,2,0.2,4,1.2148609030153878,0.2990810377565821,0.33992524083459336,0.16257284362918878,0.4388653321124504,0.3610107095636949
36,0,6,100,0.18,2,0.2,4,1.2429692979877651,0.5728775906815549,0.3610107095636949,0.14353000680132702,0.4422384091438312,0.33992524083459336
